Data;Último_xangai;Abertura_xangai;Máxima_xangai;Mínima_xangai;Vol_xangai;Var%_xangai;Último_cingapura;Var%_cingapura;Último_vale;Abertura_vale;Máxima_vale;Mínima_vale;Vol_vale;Var%_vale
30/10/2019;526.5;527;530.5;523;25900;-0.0019;89.58;-0.0007;35.36;35.22;35.38;34.71;15260000;-0.0011
29/10/2019;527.5;530.5;531.5;525.5;18100;-0.014;89.64;-0.0001;35.4;35.23;35.51;34.99;9950000;-0.0011
28/10/2019;535;532;541.5;528;34300;0.0133;89.65;-0.0001;35.44;35.4;35.51;35.18;10890000;0.0028
25/10/2019;528;528;533;525;20500;0.0086;89.66;-0.0006;35.34;34.75;35.34;34.6;21680000;0.0388
24/10/2019;523.5;521.5;528;520.5;16200;0.0029;89.71;0.0012;34.02;34.54;34.62;33.85;14460000;-0.0076
23/10/2019;522;520;525;518.5;19700;0.0077;89.6;0.0019;34.28;34.64;34.81;34.23;12300000;-0.0041
22/10/2019;518;519;520.5;515;22500;-0.0019;89.43;0.0028;34.42;34.41;34.6;34.28;15110000;0.0017
21/10/2019;519;526;526;515;39700;-0.0019;89.18;-0.0028;34.36;33.78;34.36;33.67;13250000;0.0257
18/10/2019;520;521.5;532;513.5;62200;0.0097;89.43;-0.0046;33.5;34.12;34.33;33.49;16370000;-0.0144
17/10/2019;515;518;524.5;505;75700;-0.0106;89.84;-0.0002;33.99;34.2;34.24;33.92;14110000;-0.0021
16/10/2019;520.5;528;528;517.5;36000;-0.001;89.86;-0.0253;34.06;34.49;34.58;33.94;24340000;-0.0232
15/10/2019;521;518;528.5;517;33500;-0.0104;92.19;0.0077;34.87;34.84;35.14;34.59;14600000;-0.0014
14/10/2019;526.5;528;534.5;517;34800;0.001;91.49;-0.0111;34.92;35.08;35.11;34.61;11480000;-0.0136
11/10/2019;526;525;531;521;26000;0.0125;92.52;-0.0019;35.4;34.95;35.6;34.93;24350000;0.0297
10/10/2019;519.5;515;526;514;21900;-0.0019;92.7;0.0234;34.38;33.52;34.53;33.52;15230000;0.0343
9/10/2019;520.5;522;525;514;20100;-0.0019;90.58;-0.0293;33.24;33.24;33.51;32.99;9460000;0.0079
8/10/2019;521.5;530;532.5;512;22700;-0.0104;93.31;0.0115;32.98;33.69;33.75;32.98;14540000;-0.0158
30/09/2019;527;521;531.5;515.5;20600;0.0144;92.91;0.0009;34.75;34.68;34.96;34.36;12070000;0.002
27/09/2019;519.5;515.5;524.5;512;27700;0.0078;92.83;0.0012;34.68;35.04;35.19;34.4;13260000;-0.0043
26/09/2019;515.5;512;521;512;19800;0.0029;92.72;0.0044;34.83;35;35.14;34.59;12190000;0
25/09/2019;514;510.5;519;510.5;20900;-0.0077;92.31;-0.006;34.83;34.23;34.95;34.08;14520000;0.0199
24/09/2019;518;520;525;510.5;24800;0.0117;92.87;-0.0057;34.15;34.72;34.84;34.04;15220000;-0.0243
23/09/2019;512;509.5;522;505;26500;-0.001;93.4;0.0054;35;35.07;35.35;34.9;11930000;-0.0068
20/09/2019;512.5;523.5;523.5;504;44300;-0.033;92.9;0.0004;35.24;35.41;35.47;34.93;23850000;0.0023
19/09/2019;530;536.5;538;522;29300;-0.013;92.86;-0.0116;35.16;35.22;35.35;34.76;15640000;-0.0017
18/09/2019;537;539;544;530.5;28300;-0.0281;93.95;-0.0066;35.22;35.66;35.66;34.92;15200000;-0.0104
17/09/2019;552.5;555;555;552.5;12600;-0.0745;94.57;-0.0087;35.59;35.11;35.77;35.1;14430000;0.0065
16/09/2019;597;598.5;604.5;590;131410;0.0205;95.4;-0.0118;35.36;35.95;35.98;35.19;26330000;-0.024
12/09/2019;585;586;595;580;164490;0.0095;95.64;0.0293;36.16;35.38;36.22;35.37;39260000;0.0361
11/09/2019;579.5;579;586.5;573;163450;0.007;92.92;0.0142;34.9;35.37;35.37;34.63;16810000;-0.006
10/09/2019;575.5;582.5;583;570.5;161880;0.0186;91.62;-0.0042;35.11;34.84;35.3;34.35;21420000;0.0075
9/09/2019;565;568;580;553;269990;-0.0199;92.01;0.0284;34.85;33.99;34.85;33.69;24280000;0.0311
6/09/2019;576.5;581;589;563;201010;-0.0229;89.47;-0.0107;33.8;33.8;33.98;33.54;10260000;-0.0015
5/09/2019;590;582.5;596;580;238210;0.0216;90.44;-0.0113;33.85;34.17;34.34;33.85;20170000;0
4/09/2019;577.5;580;585;572;195900;-0.0043;91.47;0.0245;33.85;33.51;33.85;33.45;12410000;0.0217
3/09/2019;580;583;586;574.5;196190;0.0158;89.28;-0.0129;33.13;33.48;33.51;33;13170000;-0.0105
2/09/2019;571;562;583;558.5;216940;0.0382;90.45;0.0718;33.48;33.88;33.96;33.37;12710000;0.0097
30/08/2019;550;539;562.5;539;209160;0.0166;84.39;-0.0705;33.16;33.47;33.72;32.94;27160000;0.0104
29/08/2019;541;542.5;548;534.5;133430;0.0112;90.79;-0.0002;32.82;32.1;32.93;31.99;23350000;0.0373
28/08/2019;535;539;544;526;164600;-0.0174;90.81;-0.0039;31.64;31.52;32.14;31.32;13380000;0.0035
27/08/2019;544.5;546.5;552.5;538.5;121610;-0.018;91.17;-0.0102;31.53;31.4;31.96;30.89;27760000;0.0122
26/08/2019;554.5;560;568;542;185070;-0.0045;92.11;0.0016;31.15;31.65;31.77;30.96;13010000;-0.0111
23/08/2019;557;555;565;549.5;169210;0.023;91.96;0.0077;31.5;31.9;32.45;31.22;26020000;-0.0138
22/08/2019;544.5;537;557.5;534.5;196220;0.0102;91.26;0.0092;31.94;32.3;32.3;31.69;12210000;-0.0059
21/08/2019;539;554.5;554.5;531.5;161260;-0.0341;90.43;-0.022;32.13;31.73;32.26;31.34;16140000;0.0072
20/08/2019;558;560;562;553;80300;-0.0141;92.46;-0.004;31.9;31.66;32.38;31.22;16790000;0.0041
19/08/2019;566;573;578.5;552;109750;-0.0114;92.83;-0.0001;31.77;32.23;32.33;31.45;27450000;-0.0006
16/08/2019;572.5;571;581;564.5;102030;-0.0078;92.84;0.0028;31.79;32.35;32.53;31.64;19460000;-0.0047
15/08/2019;577;580;587.5;568;134190;-0.0128;92.58;-0.0153;31.94;32.76;33.11;31.42;24420000;-0.022
14/08/2019;584.5;580;593;576;125310;0.0078;94.02;0.0098;32.66;33.46;33.46;32.55;24660000;-0.0349
13/08/2019;580;590;595;572;123050;0;93.11;-0.0149;33.84;33.15;34.06;33;19910000;0.0298
12/08/2019;580;585;592;569;195180;-0.0244;94.52;0.0018;32.86;32.86;33.47;32.77;16310000;-0.0073
9/08/2019;594.5;605;611;580;162660;-0.0238;94.35;-0.0161;33.1;33.99;34.07;33.1;24390000;-0.0358
8/08/2019;609;611.5;616.5;601;137910;-0.024;95.89;0.014;34.33;34.42;34.56;34.15;24120000;0.0148
7/08/2019;624;634;644.5;608;224940;-0.0165;94.57;-0.037;33.83;33.37;33.83;33.08;20680000;-0.0029
6/08/2019;634.5;618.5;644.5;613;194590;0.0087;98.2;-0.0258;33.93;33.81;34.18;33.69;21830000;0.0134
5/08/2019;629;632;640;611.5;165480;-0.0187;100.8;-0.0586;33.48;33.91;33.91;33.3;36290000;-0.0385
2/08/2019;641;647.5;648.5;629.5;113040;-0.0281;107.08;-0.0521;34.82;35.08;35.14;34.5;19660000;-0.0114
1/08/2019;659.5;668;669.5;650;89700;-0.0222;112.97;-0.0587;35.22;35.83;35.91;35.11;45500000;-0.0284
31/07/2019;674.5;664.5;687;663.5;102260;0.0166;120.02;-0.0007;36.25;36.66;36.79;35.82;23170000;-0.0038
30/07/2019;663.5;653.5;677.5;651.5;72500;0.0053;120.11;0.0024;36.39;36.51;36.81;36.39;10080000;-0.0052
29/07/2019;660;668.5;669;654.5;59700;0.0053;119.82;-0.0028;36.58;36.61;36.82;36.24;8380000;0.0008
26/07/2019;656.5;659;670;646;110550;0.0061;120.16;0.004;36.55;37.11;37.15;36.52;12540000;-0.0052
25/07/2019;652.5;657;659;645.5;69600;-0.0046;119.68;0.0008;36.74;37.11;37.2;36.46;12710000;-0.0033
24/07/2019;655.5;672;672;637.5;122860;-0.0325;119.58;-0.0013;36.86;37.18;37.3;36.79;25060000;-0.0215
23/07/2019;677.5;670;687.5;670;66200;-0.0138;119.73;-0.0049;37.67;38.13;38.28;37.67;11050000;-0.0131
22/07/2019;687;703.5;704.5;673;72600;-0.0079;120.32;-0.0046;38.17;37.97;38.32;37.7;11290000;-0.0052
19/07/2019;692.5;683;708;681;79100;-0.0014;120.87;-0.0031;38.37;38.43;38.74;38.24;11480000;0.0026
18/07/2019;693.5;695.5;701;684.5;56200;-0.0057;121.24;0;38.27;38.29;38.44;38.01;12190000;-0.0018
17/07/2019;697.5;706;713;681;110320;-0.0245;121.24;-0.0003;38.34;38.56;38.66;38.18;13690000;-0.007
16/07/2019;715;698;724.5;698;98300;0.0453;121.28;-0.0012;38.61;38.72;38.91;38.42;17350000;0.007
15/07/2019;684;680;696;671;72300;0.0022;121.43;0.0129;38.34;38.18;38.52;38.02;20020000;0.017
12/07/2019;682.5;684;691;672;58900;-0.0051;119.88;-0.0003;37.7;38.18;38.41;37.65;22200000;-0.0048
11/07/2019;686;692;695;677.5;72300;-0.0087;119.91;-0.0039;37.88;37.75;38.21;37.64;18490000;-0.0016
10/07/2019;692;701;703;685;72000;-0.0079;120.38;-0.0075;37.94;37.56;38.25;37.41;28050000;0.0232
8/07/2019;667.5;660.5;685.5;650;107970;-0.0241;118.33;0.022;37.08;36.86;37.55;36.72;12670000;0.0117
5/07/2019;684;693;704.5;661.5;96500;-0.0277;115.78;-0.0437;36.65;36.68;36.81;36.21;27730000;-0.0253
4/07/2019;703.5;755;755;682;117340;-0.014;121.07;-0.0261;37.6;37.61;37.92;37.22;16140000;0.0072
3/07/2019;713.5;704.5;725;700;99000;0.0135;124.31;0.0111;37.33;37.68;37.82;37.22;19930000;-0.0019
2/07/2019;704;697;713.5;691.5;82600;0.0338;122.95;0.0316;37.4;39.37;39.41;36.4;48280000;-0.042
1/07/2019;681;665;696;661.5;76000;0.0365;119.18;0.0559;39.04;38.64;39.15;38.64;22760000;0.0353
28/06/2019;657;651;665.5;648.5;38000;0.0054;112.87;0.0348;37.71;37.89;37.99;37.62;10870000;0.0024
27/06/2019;653.5;651;661;637.5;48000;0.0108;109.07;0.0002;37.62;37.95;37.95;37.49;14900000;0.0021
26/06/2019;646.5;653;654.5;638.5;49100;-0.013;109.05;0.0029;37.54;37.48;37.87;37.38;13240000;0.004
25/06/2019;655;661;668;644.5;51400;0.0124;108.73;-0.0047;37.39;37.98;38.18;37.36;12350000;-0.0194
24/06/2019;647;641;663.5;633.5;58300;0.0023;109.24;-0.0024;38.13;38.19;38.19;37.92;9250000;-0.0008
21/06/2019;645.5;642.5;657.5;633;80900;0.0197;109.5;0.0023;38.16;38.39;38.52;37.92;20440000;0.0026
19/06/2019;638.5;632;650.5;620.5;68600;0.029;107.92;0.0098;38.06;38.57;38.64;37.72;23610000;0.0058
18/06/2019;620.5;625;631.5;613;25600;-0.0127;106.87;0.0183;37.84;37.11;38.15;37.11;27120000;0.0359
17/06/2019;628.5;643;643;621;24800;-0.0331;104.95;-0.006;36.53;37.11;37.35;36.53;20480000;-0.0235
14/06/2019;650;647.5;660;637;30800;0.0252;105.58;-0.0085;37.41;37.62;37.71;37.22;20290000;-0.0085
13/06/2019;634;630.5;647;626.5;17700;-0.0024;106.49;0.0289;37.73;37.77;38.02;37.54;18030000;0.0069
12/06/2019;635.5;635;645;627.5;24600;0.0291;103.5;-0.0027;37.47;37.51;37.91;37.06;24450000;0.0011
11/06/2019;617.5;602.5;631;601.5;21600;0.0369;103.78;0.0447;37.43;36.21;37.46;36.14;44480000;0.064
10/06/2019;595.5;599;603.5;590;11800;0.0068;99.34;0.0192;35.18;35.62;35.83;35.17;11570000;-0.0065
6/06/2019;591.5;608;608;580.5;16200;-0.0207;97.5;-0.0072;35.51;35.58;35.62;35.16;10840000;0.0082
5/06/2019;604;610;610;598.5;15500;-0.0049;98.21;-0.0005;35.22;35.86;35.97;34.83;14270000;-0.0145
4/06/2019;607;605;612.5;601.5;18100;-0.0057;98.26;0.0183;35.74;35.79;35.91;35.15;19500000;0.0056
3/06/2019;610.5;620;620;598;19500;-0.0286;96.49;-0.0254;35.54;35.91;36.1;35.25;22420000;-0.0034
30/05/2019;633.5;642;642;626;18100;-0.0024;99;-0.0004;36.39;36.18;36.48;35.98;12850000;0.0061
29/05/2019;635;652;652;623.5;33200;-0.032;99.04;-0.0037;36.17;36.04;36.28;35.77;17800000;-0.0109
28/05/2019;656;655;665;642.5;28100;0.0139;99.41;-0.0009;36.57;36.35;37.08;36.28;36950000;0.0011
27/05/2019;647;629.5;663.5;629.5;23600;0.0335;99.5;0.0091;36.53;35.66;36.57;35.59;17230000;0.039
24/05/2019;626;633;633;619.5;10300;-0.0032;98.6;-0.001;35.16;35.4;35.97;35.16;24880000;0.0103
23/05/2019;628;627;634;621.5;9200;0.0088;98.7;0.0013;34.8;34.25;34.86;33.78;15700000;0.0075
22/05/2019;622.5;615;630;612.5;18700;0.0272;98.57;0.0069;34.54;34.77;35.43;34.47;21020000;0.0012
21/05/2019;606;609.5;620.5;592.5;10500;-0.0016;97.89;0.0008;34.5;34.28;34.9;33.54;32330000;0.0141
20/05/2019;607;603;615;602;7600;-0.1272;97.81;0.0009;34.02;34.65;34.74;33.93;23820000;-0.0204
17/05/2019;695.5;682;710;679.5;3200000;0.0365;97.72;0.0166;34.73;33.77;34.73;33.69;34010000;0.0284
16/05/2019;671;660;685;656.5;3100000;0.0331;96.12;0.0156;33.77;35.33;35.61;33.35;48990000;-0.0324
15/05/2019;649.5;645;660;641;1700000;-0.0038;94.64;0.0124;34.9;34.31;35.26;34.22;18380000;0.0078
14/05/2019;652;650.5;665.5;642;2900000;-0.0038;93.48;-0.0103;34.63;35.06;35.19;34.46;14140000;0.0032
13/05/2019;654.5;655;660;650;1900000;0.0116;94.45;-0.0082;34.52;35.32;35.48;34.52;18500000;-0.0408
10/05/2019;647;641;657.5;637;2100000;0.0101;95.23;0.0116;35.99;35.15;36.24;34.98;25200000;0.019
9/05/2019;640.5;640.5;646.5;635;1700000;-0.0054;94.14;0.0004;35.32;35.66;35.67;34.97;12410000;-0.0095
8/05/2019;644;650;650.5;636.5;1700000;-0.01;94.1;-0.0072;35.66;36.26;36.49;35.62;18400000;-0.0141
7/05/2019;650.5;639;661.5;633.5;2400000;0.0268;94.78;0.0151;36.17;35.91;36.17;35.46;15140000;0.0008
6/05/2019;633.5;626;639.5;622.5;1300000;-0.0016;93.37;-0.0089;36.14;36.1;36.21;35.72;10410000;-0.0147
30/04/2019;634.5;634;642;627.5;1700000;0.0136;93.24;0.0012;36.46;36.55;36.89;36.21;11340000;-0.003
29/04/2019;626;620;634;619;1700000;0.0097;93.13;-0.0003;36.57;37.07;37.16;36.47;8680000;-0.0033
26/04/2019;620;618.5;626;613.5;2200000;-0.0008;93.16;0.0027;36.69;36.74;36.86;36.04;10590000;0.0016
25/04/2019;620.5;619;627.5;616;1600000;-0.0024;92.91;-0.0009;36.63;36.55;36.7;35.94;15870000;-0.0005
24/04/2019;622;628.5;629;616.5;1600000;-0.0111;92.99;-0.0032;36.65;37.51;37.65;36.5;19930000;-0.0299
23/04/2019;629;629;634.5;626;1400000;-0.0055;93.29;0.005;37.78;37.54;37.78;37.32;9860000;0.0121
22/04/2019;632.5;622;642;622;3300000;0.0218;92.83;0.003;37.33;37.81;37.84;36.97;16260000;-0.0243
18/04/2019;620;623.5;625.5;615;1700000;-0.0088;92.55;-0.0033;38.26;37.99;38.55;37.85;10670000;0.0063
17/04/2019;625.5;634.5;636.5;615.5;2400000;-0.031;92.86;-0.0099;38.02;38.69;39.15;37.62;26440000;-0.016
16/04/2019;645.5;651;657.5;632;2300000;-0.0122;93.79;-0.0091;38.64;37.31;38.69;37;18750000;0.0345
15/04/2019;653.5;658.5;665;646;2400000;0.0023;94.65;-0.0001;37.35;37.54;37.64;36.95;15680000;-0.0029
12/04/2019;652;660;663;643.5;2900000;0.0046;94.66;0.0049;37.46;37.91;38.37;37.34;16830000;-0.0061
11/04/2019;649;652;656.5;640;1800000;0.0031;94.2;0.0134;37.69;37.48;37.74;37.06;10240000;0.0005
10/04/2019;647;649;653.5;642;1600000;-0.0077;92.95;0.0005;37.67;38.38;38.38;37.49;15580000;-0.0113
9/04/2019;652;655;663.5;641.5;2000000;0.0093;92.9;-0.0144;38.1;38.7;38.79;38.06;14230000;-0.0193
8/04/2019;646;635;658.5;629;1600000;-0.0535;94.26;0.0216;38.85;38.21;38.85;38.1;14320000;0.027
4/04/2019;682.5;689.5;689.5;675;1600000;0.0037;92.83;0.0052;37.96;37.84;38.18;37.57;14110000;0.0074
3/04/2019;680;660;694.5;660;2800000;0.0374;92.35;0.0315;37.68;38.41;38.45;37.56;21410000;0.0029
2/04/2019;655.5;648;665.5;643.5;1700000;0.0266;89.53;0.0232;37.57;38.61;38.79;37.57;21400000;-0.0185
1/04/2019;638.5;628.5;653.5;628.5;1100000;0.0282;87.5;0.021;38.28;38.1;38.61;37.92;25320000;0.0329
29/03/2019;621;606;638.5;602.5;1700000;0.018;85.7;0.0006;37.06;36.35;37.55;36.35;25030000;0.0329
28/03/2019;610;613;614.5;605;1200000;-0.0057;85.65;-0.0001;35.88;36.76;36.82;35.38;28400000;-0.0061
27/03/2019;613.5;611;617;609.5;935730;0;85.66;-0.0006;36.1;36.42;36.93;35.88;20410000;-0.0134
26/03/2019;613.5;614;617.5;608.5;771340;-0.0008;85.71;0.0014;36.59;36.25;36.9;36.24;13360000;0.0147
25/03/2019;614;619.5;620;610;1000000;0.0024;85.59;-0.0015;36.06;36.1;36.61;35.78;15860000;-0.0099
22/03/2019;612.5;613;617;608.5;1000000;0;85.72;0.0056;36.42;36.73;37.35;36.17;25560000;-0.0165
21/03/2019;612.5;610;622;607;1500000;-0.0016;85.24;0.0015;37.03;36.77;37.46;36.76;19600000;0.0065
20/03/2019;613.5;636;639;601;2300000;-0.0369;85.11;-0.0142;36.79;37.44;37.61;36.68;25480000;-0.0259
19/03/2019;637;633;644.5;630;1600000;0.0039;86.34;-0.0036;37.77;36.9;38.13;36.82;31950000;0.0286
18/03/2019;634.5;626.5;645;624;2400000;0.0193;86.65;0.0038;36.72;36.57;36.87;36.26;22970000;-0.0019
15/03/2019;622.5;626;630.5;616;2100000;0.0081;86.32;0.003;36.79;36.97;37.29;36.68;25950000;-0.003
14/03/2019;617.5;606;628;602.5;2200000;0.0123;86.06;0.0156;36.9;36.97;37.06;36.53;17220000;0
13/03/2019;610;614;616;603;1400000;0.0074;84.74;-0.0059;36.9;36.34;37.11;36.17;21950000;0.0146
12/03/2019;605.5;599;613.5;598.5;1400000;0.0075;85.24;0.0184;36.37;36.24;36.63;36.06;15550000;0.0019
11/03/2019;601;603.5;608.5;594.5;1700000;-0.0251;83.7;-0.0133;36.3;35.59;36.35;35.38;20080000;0.0211
8/03/2019;616.5;624;624.5;612.5;1700000;0;84.83;-0.021;35.55;35.12;35.58;34.68;25450000;-0.0003
7/03/2019;616.5;611.5;625;610.5;1500000;-0.004;86.65;0.0133;35.56;34.81;35.63;34.73;21110000;0.0169
6/03/2019;619;622.5;627;610;2000000;0.0024;85.51;-0.0103;34.97;34.52;34.97;34.34;15240000;0.0282
1/03/2019;616.5;613;627.5;608;1500000;0.0224;85.92;-0.0161;34.01;34.41;34.57;32.42;29870000;-0.0079
28/02/2019;603;596;611;596;1700000;0.0092;87.33;0.0002;34.28;33.78;34.28;33.55;17880000;0.0059
27/02/2019;597.5;594.5;604;590;1500000;0.0067;87.31;-0.0009;34.08;34.39;34.39;33.72;15000000;-0.0079
26/02/2019;593.5;597;599.5;586;1900000;-0.0318;87.39;-0.0024;34.35;34.05;34.41;33.91;10360000;0.0017
25/02/2019;613;619;624.5;598.5;2200000;0.0107;87.6;-0.0021;34.29;34.46;34.75;33.77;16800000;0.0026
22/02/2019;606.5;610;619;598.5;2400000;-0.0186;87.78;0.0007;34.2;33.26;34.25;33.16;17580000;0.0357
21/02/2019;618;619.5;625;611.5;1700000;-0.0056;87.72;-0.0058;33.02;33.36;33.54;32.84;21400000;-0.0093
20/02/2019;621.5;630;636;613;2300000;-0.0166;88.23;-0.0031;33.33;33.4;33.53;32.7;25490000;0.0069
19/02/2019;632;630;637;628;1300000;0.0016;88.5;0.001;33.1;33.11;33.43;32.92;20520000;0.0052
18/02/2019;631;628;641.5;623;2300000;0.0088;88.41;0.0034;32.93;33.32;33.59;32.68;18780000;-0.0138
15/02/2019;625.5;629.5;636;617.5;2200000;0.0064;88.11;0.0018;33.39;33.04;33.49;32.89;27880000;0.0048
14/02/2019;621.5;624.5;629.5;610.5;1800000;-0.004;87.95;0.0065;33.23;33.03;33.43;32.78;24060000;0.0039
13/02/2019;624;634;637;615;2300000;-0.0326;87.38;-0.006;33.1;32.25;33.47;32.24;38150000;0.0267
12/02/2019;645;650;657.5;632.5;2200000;-0.01;87.91;-0.0229;32.24;30.93;32.26;30.6;36420000;0.0543
11/02/2019;651.5;652;652;651;282460;0.0786;89.97;-0.0317;30.58;31.92;32.06;30.49;30700000;-0.0264
1/02/2019;604;587.5;623;586;1900000;0.0334;86.9;0.143;33.66;33.27;33.72;33.17;21290000;0.0166
31/01/2019;584.5;592;594;576;1800000;0.0112;76.03;0.0044;33.11;34.2;34.52;33.11;39810000;-0.0236
30/01/2019;578;562.5;589;562;1900000;0.0396;75.7;0.0013;33.91;33.66;34.06;32.73;67890000;0.0904
29/01/2019;556;551;562.5;549;1300000;0.0045;75.6;0.0007;31.1;31.49;32.52;31;68340000;0.0084
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
